sent11,计,2
sent12,算,22
sent13,机,22
sent14,体,22
sent15,系,22
sent16,结,22
sent17,构,22
sent18,是,0
sent19,一,0
sent110,门,0
sent111,比,0
sent112,较,0
sent113,抽,0
sent114,象,0
sent115,的,0
sent116,学,2
sent117,科,22
sent118,，,0
sent119,很,0
sent120,有,0
sent121,可,0
sent122,能,0
sent123,经,0
sent124,过,0
sent125,一,0
sent126,个,0
sent127,学,0
sent128,期,0
sent129,的,0
sent130,学,0
sent131,习,0
sent132,只,0
sent133,学,0
sent134,到,0
sent135,一,0
sent136,些,0
sent137,概,0
sent138,念,0
sent139,。,0
sent21,本,0
sent22,课,0
sent23,程,0
sent24,教,0
sent25,学,0
sent26,希,0
sent27,望,0
sent28,达,0
sent29,到,0
sent210,三,0
sent211,个,0
sent212,目,0
sent213,的,0
sent214,。,0
sent31,一,0
sent32,是,0
sent33,建,0
sent34,立,0
sent35,学,8
sent36,生,88
sent37,的,0
sent38,系,0
sent39,统,0
sent310,观,0
sent311,。,0
sent41,计,12
sent42,算,120
sent43,机,120
sent44,系,120
sent45,统,120
sent46,的,0
sent47,复,0
sent48,杂,0
sent49,性,0
sent410,体,0
sent411,现,0
sent412,在,0
sent413,计,12
sent414,算,120
sent415,机,120
sent416,中,0
sent417,各,0
sent418,部,0
sent419,分,0
sent420,之,0
sent421,间,0
sent422,的,0
sent423,关,0
sent424,系,0
sent425,非,0
sent426,常,0
sent427,复,0
sent428,杂,0
sent429,。,0
sent51,如,0
sent52,苹,14
sent53,果,140
sent54,i,0
sent55,P,0
sent56,h,0
sent57,o,0
sent58,n,0
sent59,e,0
sent510,的,0
sent511,C,0
sent512,P,0
sent513,U,0
sent514,性,0
sent515,能,0
sent516,不,0
sent517,如,0
sent518,I,14
sent519,n,140
sent520,t,140
sent521,e,140
sent522,l,140
sent523,的,0
sent524,X,0
sent525,8,0
sent526,6,0
sent527,C,0
sent528,P,0
sent529,U,0
sent530,，,0
sent531,但,0
sent532,用,0
sent533,户,0
sent534,体,0
sent535,验,0
sent536,明,0
sent537,显,0
sent538,好,0
sent539,于,0
sent540,桌,12
sent541,面,120
sent542,计,120
sent543,算,120
sent544,机,120
sent545,，,0
sent546,这,0
sent547,就,0
sent548,是,0
sent549,系,0
sent550,统,0
sent551,优,0
sent552,化,0
sent553,的,0
sent554,结,0
sent555,果,0
sent556,。,0
